id,label
5798,1
5799,1
5800,0
5801,1
5802,0
5803,0
5804,1
5805,1
5806,0
5807,1
5808,1
5809,1
5810,0
5811,0
5812,0
5813,1
5814,0
5815,1
5816,0
5817,0
5818,0
5819,1
5820,1
5821,1
5822,1
5823,0
5824,1
5825,1
5826,1
5827,0
5828,1
5829,1
5830,0
5831,1
5832,0
5833,1
5834,1
5835,0
5836,1
5837,0
5838,0
5839,1
5840,0
5841,0
5842,0
5843,1
5844,0
5845,1
5846,0
5847,0
5848,0
5849,1
5850,0
5851,0
5852,1
5853,0
5854,0
5855,0
5856,0
5857,0
5858,1
5859,0
5860,1
5861,0
5862,1
5863,0
5864,1
5865,0
5866,0
5867,0
5868,0
5869,1
5870,0
5871,0
5872,0
5873,1
5874,1
5875,0
5876,0
5877,1
5878,1
5879,0
5880,1
5881,1
5882,1
5883,1
5884,1
5885,0
5886,1
5887,0
5888,0
5889,1
5890,1
5891,0
5892,1
5893,1
5894,0
5895,0
5896,0
5897,1
5898,1
5899,0
5900,0
5901,1
5902,0
5903,0
5904,1
5905,1
5906,0
5907,0
5908,1
5909,0
5910,0
5911,1
5912,0
5913,0
5914,0
5915,1
5916,1
5917,1
5918,0
5919,1
5920,0
5921,0
5922,1
5923,1
5924,1
5925,1
5926,0
5927,0
5928,1
5929,1
5930,1
5931,1
5932,0
5933,0
5934,0
5935,1
5936,1
5937,0
5938,1
5939,0
5940,0
5941,0
5942,0
5943,1
5944,1
5945,0
5946,1
5947,0
5948,1
5949,0
5950,0
5951,1
5952,1
5953,0
5954,0
5955,1
5956,0
5957,1
5958,1
5959,1
5960,0
5961,0
5962,0
5963,0
5964,0
5965,1
5966,1
5967,0
5968,1
5969,1
5970,1
5971,1
5972,1
5973,1
5974,0
5975,1
5976,1
5977,0
5978,0
5979,1
5980,0
5981,0
5982,0
5983,1
5984,1
5985,1
5986,0
5987,0
5988,1
5989,1
5990,1
5991,0
5992,1
5993,1
5994,0
5995,1
5996,0
5997,1
5998,0
5999,1
6000,1
6001,0
6002,0
6003,0
6004,1
6005,0
6006,0
6007,1
6008,0
6009,0
6010,1
6011,0
6012,1
6013,0
6014,0
6015,0
6016,1
6017,1
6018,0
6019,1
6020,1
6021,0
6022,1
6023,0
6024,0
6025,1
6026,1
6027,1
6028,1
6029,0
6030,1
6031,0
6032,0
6033,0
6034,0
6035,0
6036,0
6037,0
6038,1
6039,0
6040,1
6041,1
6042,1
6043,0
6044,0
6045,1
6046,1
6047,1
6048,0
6049,1
6050,0
6051,1
6052,0
6053,0
6054,0
6055,1
6056,0
6057,0
6058,0
6059,0
6060,0
6061,1
6062,0
6063,0
6064,1
6065,1
6066,1
6067,1
6068,0
6069,1
6070,1
6071,0
6072,1
6073,1
6074,0
6075,1
6076,0
6077,0
6078,1
6079,1
6080,1
6081,0
6082,1
6083,0
6084,1
6085,0
6086,1
6087,1
6088,1
6089,1
6090,1
6091,1
6092,0
6093,1
6094,1
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,0
6102,0
6103,1
6104,1
6105,1
6106,1
6107,1
6108,1
6109,1
6110,0
6111,1
6112,0
6113,0
6114,0
6115,0
6116,1
6117,1
6118,1
6119,0
6120,1
6121,1
6122,0
6123,1
6124,0
6125,1
6126,1
6127,0
6128,1
6129,0
6130,1
6131,0
6132,0
6133,0
6134,1
6135,0
6136,0
6137,1
6138,0
6139,1
6140,1
6141,1
6142,1
6143,0
6144,0
6145,0
6146,0
6147,0
6148,1
6149,0
6150,0
6151,1
6152,0
6153,0
6154,1
6155,1
6156,0
6157,1
6158,0
6159,0
6160,1
6161,0
6162,1
6163,1
6164,0
6165,0
6166,0
6167,0
6168,0
6169,1
6170,0
6171,0
6172,0
6173,0
6174,0
6175,1
6176,1
6177,1
6178,0
6179,0
6180,1
6181,0
6182,0
6183,1
6184,0
6185,0
6186,1
6187,1
6188,1
6189,0
6190,0
6191,1
6192,1
6193,1
6194,0
6195,0
6196,0
6197,0
6198,0
6199,1
6200,1
6201,1
6202,0
6203,1
6204,0
6205,0
6206,1
6207,1
6208,1
6209,1
6210,0
6211,0
6212,0
6213,0
6214,1
6215,1
6216,0
6217,1
6218,1
6219,1
6220,0
6221,1
6222,1
6223,1
6224,1
6225,1
6226,1
6227,0
6228,0
6229,1
6230,1
6231,1
6232,1
6233,0
6234,0
6235,0
6236,1
6237,1
6238,0
6239,1
6240,0
6241,1
6242,1
6243,0
6244,1
6245,1
6246,1
6247,0
6248,1
6249,1
6250,0
6251,0
6252,0
6253,1
6254,1
6255,1
6256,0
6257,1
6258,0
6259,0
6260,1
6261,0
6262,0
6263,0
6264,1
6265,1
6266,1
6267,0
6268,0
6269,0
6270,0
6271,0
6272,0
6273,1
6274,0
6275,0
6276,0
6277,1
6278,0
6279,1
6280,1
6281,1
6282,0
6283,1
6284,1
6285,1
6286,0
6287,1
6288,1
6289,1
6290,1
6291,0
6292,1
6293,1
6294,1
6295,1
6296,0
6297,0
6298,0
6299,0
6300,0
6301,1
6302,1
6303,0
6304,0
6305,1
6306,1
6307,1
6308,0
6309,1
6310,0
6311,0
6312,0
6313,1
6314,0
6315,1
6316,0
6317,1
6318,1
6319,1
6320,0
6321,1
6322,0
6323,1
6324,0
6325,0
6326,0
6327,1
6328,0
6329,0
6330,0
6331,1
6332,1
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,1
6341,1
6342,0
6343,0
6344,0
6345,0
6346,0
6347,0
6348,0
6349,1
6350,0
6351,1
6352,0
6353,0
6354,1
6355,1
6356,1
6357,0
6358,0
6359,0
6360,0
6361,1
6362,0
6363,1
6364,0
6365,1
6366,0
6367,1
6368,1
6369,0
6370,0
6371,0
6372,0
6373,0
6374,0
6375,1
6376,0
6377,1
6378,0
6379,1
6380,0
6381,0
6382,0
6383,0
6384,1
6385,1
6386,0
6387,1
6388,1
6389,1
6390,0
6391,1
6392,0
6393,1
6394,1
6395,1
6396,0
6397,1
6398,1
6399,1
6400,1
6401,0
6402,1
6403,0
6404,1
6405,0
6406,1
6407,0
6408,0
6409,1
6410,0
6411,0
6412,0
6413,0
6414,0
6415,1
6416,0
6417,0
6418,0
6419,0
6420,1
6421,1
6422,1
6423,0
6424,0
6425,0
6426,1
6427,0
6428,1
6429,1
6430,0
6431,0
6432,1
6433,1
6434,0
6435,1
6436,1
6437,0
6438,1
6439,1
6440,0
6441,0
6442,0
6443,1
6444,1
6445,1
6446,1
6447,1
6448,1
6449,1
6450,1
6451,0
6452,0
6453,1
6454,0
6455,1
6456,0
6457,1
6458,0
6459,0
6460,1
6461,1
6462,1
6463,0
6464,1
6465,0
6466,1
6467,1
6468,1
6469,1
6470,0
6471,0
6472,0
6473,1
6474,0
6475,1
6476,1
6477,0
6478,1
6479,0
6480,1
6481,1
6482,1
6483,0
6484,0
6485,1
6486,0
6487,0
6488,0
6489,0
6490,0
6491,1
6492,1
6493,1
6494,0
6495,0
6496,0
6497,1
6498,0
6499,1
6500,1
6501,0
6502,1
6503,1
6504,0
6505,0
6506,1
6507,1
6508,0
6509,0
6510,1
6511,1
6512,1
6513,0
6514,1
6515,0
6516,1
6517,1
6518,0
6519,0
6520,0
6521,0
6522,0
6523,1
6524,1
6525,1
6526,1
6527,1
6528,0
6529,1
6530,1
6531,0
6532,1
6533,0
6534,0
6535,0
6536,1
6537,0
6538,0
6539,1
6540,1
6541,0
6542,1
6543,0
6544,1
6545,1
6546,1
6547,0
6548,0
6549,1
6550,0
6551,1
6552,0
6553,0
6554,1
6555,0
6556,1
6557,0
6558,0
6559,0
6560,1
6561,0
6562,0
6563,0
6564,1
6565,0
6566,1
6567,1
6568,0
6569,1
6570,0
6571,0
6572,1
6573,1
6574,1
6575,0
6576,0
6577,1
6578,0
6579,0
6580,1
6581,0
6582,1
6583,1
6584,0
6585,1
6586,1
6587,0
6588,1
6589,1
6590,1
6591,1
6592,1
6593,1
6594,0
6595,0
6596,1
6597,0
6598,0
6599,1
6600,1
6601,0
6602,1
6603,0
6604,0
6605,0
6606,1
6607,1
6608,1
6609,1
6610,1
6611,1
6612,0
6613,0
6614,0
6615,1
6616,0
6617,0
6618,0
6619,1
6620,1
6621,1
6622,1
6623,0
6624,0
6625,1
6626,0
6627,1
6628,1
6629,1
6630,1
6631,1
6632,1
6633,0
6634,0
6635,1
6636,1
6637,1
6638,0
6639,0
6640,1
6641,1
6642,0
6643,1
6644,0
6645,0
6646,1
6647,0
6648,1
6649,1
6650,1
6651,1
6652,1
6653,1
6654,1
6655,0
6656,0
6657,0
6658,0
6659,1
6660,0
6661,1
6662,1
6663,1
6664,1
6665,1
6666,1
6667,0
6668,1
6669,0
6670,1
6671,1
6672,1
6673,0
6674,1
6675,1
6676,1
6677,0
6678,0
6679,1
6680,0
6681,0
6682,0
6683,0
6684,0
6685,1
6686,0
6687,0
6688,1
6689,0
6690,0
6691,0
6692,0
6693,0
6694,0
6695,0
6696,0
6697,0
6698,0
6699,1
6700,1
6701,1
6702,0
6703,1
6704,1
6705,0
6706,0
6707,1
6708,1
6709,0
6710,1
6711,0
6712,1
6713,0
6714,0
6715,1
6716,1
6717,0
6718,1
6719,0
6720,1
6721,1
6722,1
6723,0
6724,0
6725,1
6726,0
6727,0
6728,1
6729,1
6730,0
6731,1
6732,1
6733,1
6734,1
6735,1
6736,0
6737,1
6738,1
6739,0
6740,0
6741,1
6742,1
6743,0
6744,0
6745,1
6746,0
6747,0
6748,0
6749,0
6750,0
6751,1
6752,0
6753,1
6754,1
6755,0
6756,0
6757,1
6758,0
6759,1
6760,0
6761,1
6762,0
6763,1
6764,0
6765,0
6766,1
6767,0
6768,0
6769,0
6770,0
6771,1
6772,1
6773,1
6774,1
6775,1
6776,0
6777,0
6778,0
6779,0
6780,1
6781,0
6782,0
6783,0
6784,0
6785,0
6786,1
6787,0
6788,0
6789,0
6790,1
6791,1
6792,1
6793,0
6794,1
6795,0
6796,0
6797,1
6798,0
6799,1
6800,1
6801,0
6802,1
6803,1
6804,1
6805,0
6806,1
6807,0
6808,0
6809,1
6810,0
6811,1
6812,0
6813,1
6814,1
6815,1
6816,1
6817,0
6818,1
6819,1
6820,1
6821,0
6822,1
6823,1
6824,1
6825,1
6826,0
6827,1
6828,1
6829,0
6830,0
6831,1
6832,1
6833,1
6834,1
6835,1
6836,0
6837,0
6838,0
6839,1
6840,1
6841,0
6842,1
6843,1
6844,1
6845,0
6846,1
6847,1
6848,0
6849,1
6850,1
6851,0
6852,1
6853,1
6854,1
6855,0
6856,1
6857,1
6858,1
6859,1
6860,0
6861,0
6862,1
6863,0
6864,0
6865,0
6866,1
6867,0
6868,1
6869,1
6870,1
6871,0
6872,1
6873,0
6874,0
6875,1
6876,1
6877,0
6878,0
6879,1
6880,0
6881,0
6882,0
6883,1
6884,0
6885,1
6886,1
6887,1
6888,0
6889,0
6890,0
6891,0
6892,1
6893,0
6894,0
6895,1
6896,0
6897,0
6898,0
6899,1
6900,0
6901,1
6902,0
6903,0
6904,0
6905,0
6906,1
6907,1
6908,1
6909,1
6910,1
6911,1
6912,1
6913,0
6914,1
6915,0
6916,1
6917,0
6918,1
6919,0
6920,1
6921,0
6922,0
6923,1
6924,0
6925,0
6926,1
6927,0
6928,1
6929,1
6930,0
6931,0
6932,1
6933,0
6934,1
6935,0
6936,1
6937,0
6938,1
6939,0
6940,0
6941,1
6942,0
6943,0
6944,1
6945,1
6946,0
6947,1
6948,1
6949,1
6950,0
6951,0
6952,1
6953,1
6954,0
6955,1
6956,1
6957,0
6958,1
6959,0
6960,0
6961,0
6962,1
6963,1
6964,1
6965,0
6966,0
6967,1
6968,0
6969,0
6970,0
6971,0
6972,1
6973,0
6974,1
6975,0
6976,1
6977,0
6978,1
6979,0
6980,1
6981,0
6982,1
6983,0
6984,1
6985,1
6986,1
6987,1
6988,0
6989,0
6990,0
6991,0
6992,1
6993,0
6994,1
6995,0
6996,1
6997,1
6998,0
6999,1
7000,1
7001,1
7002,1
7003,0
7004,0
7005,0
7006,1
7007,0
7008,1
7009,0
7010,1
7011,0
7012,0
7013,1
7014,0
7015,0
7016,0
7017,1
7018,1
7019,0
7020,0
7021,0
7022,0
7023,0
7024,0
7025,0
7026,1
7027,0
7028,0
7029,0
7030,0
7031,1
7032,0
7033,0
7034,1
7035,1
7036,1
7037,1
7038,0
7039,1
7040,0
7041,0
7042,0
7043,1
7044,0
7045,0
7046,0
7047,1
7048,0
7049,0
7050,0
7051,1
7052,1
7053,1
7054,1
7055,1
7056,0
7057,0
7058,0
7059,1
7060,0
7061,0
7062,0
7063,0
7064,0
7065,1
7066,1
7067,0
7068,1
7069,1
7070,0
7071,0
7072,1
7073,1
7074,1
7075,0
7076,1
7077,1
7078,1
7079,1
7080,1
7081,1
7082,1
7083,1
7084,0
7085,1
7086,0
7087,0
7088,1
7089,0
7090,0
7091,0
7092,0
7093,1
7094,0
7095,0
7096,1
7097,1
7098,1
7099,0
7100,0
7101,0
7102,1
7103,0
7104,1
7105,0
7106,0
7107,1
7108,0
7109,0
7110,1
7111,1
7112,1
7113,0
7114,1
7115,0
7116,1
7117,1
7118,0
7119,1
7120,1
7121,1
7122,0
7123,1
7124,0
7125,0
7126,0
7127,1
7128,0
7129,1
7130,1
7131,1
7132,1
7133,1
7134,1
7135,1
7136,1
7137,0
7138,1
7139,1
7140,0
7141,1
7142,1
7143,1
7144,1
7145,0
7146,0
7147,0
7148,1
7149,1
7150,0
7151,0
7152,0
7153,1
7154,0
7155,0
7156,0
7157,0
7158,1
7159,0
7160,0
7161,1
7162,0
7163,0
7164,0
7165,1
7166,1
7167,0
7168,1
7169,1
7170,0
7171,0
7172,0
7173,0
7174,0
7175,0
7176,0
7177,0
7178,0
7179,1
7180,1
7181,1
7182,0
7183,1
7184,0
7185,0
7186,0
7187,0
7188,1
7189,1
7190,1
7191,0
7192,0
7193,0
7194,0
7195,1
7196,0
7197,0
7198,1
7199,0
7200,1
7201,0
7202,0
7203,0
7204,0
7205,0
7206,1
7207,0
7208,0
7209,1
7210,0
7211,0
7212,0
7213,1
7214,1
7215,0
7216,0
7217,0
7218,1
7219,1
7220,1
7221,0
7222,0
7223,1
7224,0
7225,1
7226,1
7227,0
7228,1
7229,0
7230,1
7231,1
7232,0
7233,0
7234,1
7235,0
7236,0
7237,1
7238,1
7239,0
7240,0
7241,0
7242,0
7243,0
7244,0
7245,1
7246,1
7247,1
7248,1
7249,0
7250,0
7251,1
7252,1
7253,0
7254,1
7255,1
7256,1
7257,1
7258,0
7259,1
7260,1
7261,1
7262,0
7263,0
7264,1
7265,1
7266,0
7267,1
7268,0
7269,0
7270,0
7271,1
7272,0
7273,0
7274,1
7275,0
7276,0
7277,0
7278,0
7279,1
7280,1
7281,1
7282,0
7283,1
7284,0
7285,1
7286,0
7287,0
7288,0
7289,0
7290,0
7291,1
7292,0
7293,1
7294,1
7295,0
7296,0
7297,0
7298,1
7299,0
7300,1
7301,0
7302,0
7303,0
7304,0
7305,1
7306,0
7307,0
7308,0
7309,1
7310,0
7311,0
7312,0
7313,0
7314,1
7315,1
7316,1
7317,0
7318,0
7319,1
7320,0
7321,1
7322,0
7323,1
7324,0
7325,0
7326,1
7327,1
7328,1
7329,0
7330,0
7331,0
7332,1
7333,0
7334,1
7335,0
7336,1
7337,0
7338,1
7339,0
7340,0
7341,1
7342,0
7343,1
7344,1
7345,0
7346,1
7347,1
7348,1
7349,0
7350,1
7351,0
7352,1
7353,1
7354,0
7355,0
7356,0
7357,0
7358,1
7359,1
7360,0
7361,1
7362,0
7363,0
7364,1
7365,1
7366,0
7367,1
7368,1
7369,0
7370,1
7371,1
7372,1
7373,0
7374,1
7375,1
7376,0
7377,0
7378,0
7379,1
7380,0
7381,0
7382,0
7383,0
7384,0
7385,0
7386,0
7387,0
7388,0
7389,0
7390,1
7391,0
7392,1
7393,1
7394,0
7395,1
7396,0
7397,0
7398,1
7399,1
7400,1
7401,0
7402,0
7403,1
7404,1
7405,0
7406,1
7407,1
7408,0
7409,0
7410,1
7411,0
7412,1
7413,1
7414,0
7415,1
7416,0
7417,1
7418,0
7419,0
7420,1
7421,1
7422,1
7423,1
7424,0
7425,0
7426,0
7427,1
7428,0
7429,0
7430,1
7431,1
7432,0
7433,0
7434,1
7435,1
7436,1
7437,0
7438,0
7439,1
7440,0
7441,0
7442,0
7443,1
7444,0
7445,1
7446,1
7447,0
7448,1
7449,1
7450,1
7451,1
7452,0
7453,1
7454,1
7455,1
7456,0
7457,1
7458,1
7459,0
7460,0
7461,1
7462,1
7463,1
7464,0
7465,1
7466,0
7467,1
7468,1
7469,1
7470,1
7471,0
7472,0
7473,1
7474,0
7475,1
7476,0
7477,0
7478,0
7479,1
7480,1
7481,0
7482,0
7483,0
7484,1
7485,0
7486,0
7487,1
7488,0
7489,1
7490,1
7491,0
7492,1
7493,1
7494,1
7495,0
7496,1
7497,0
7498,0
7499,1
7500,1
7501,0
7502,1
7503,1
7504,1
7505,1
7506,0
7507,0
7508,0
7509,1
7510,1
7511,0
7512,0
7513,0
7514,1
7515,0
7516,1
7517,1
7518,1
7519,1
7520,1
7521,1
7522,0
7523,1
7524,1
7525,0
7526,1
7527,0
7528,1
7529,1
7530,1
7531,1
7532,0
7533,0
7534,1
7535,0
7536,1
7537,1
7538,1
7539,0
7540,0
7541,1
7542,1
7543,1
7544,1
7545,1
7546,1
7547,1
7548,1
7549,0
7550,1
7551,1
7552,1
7553,1
7554,1
7555,1
7556,0
7557,0
7558,1
7559,1
7560,1
7561,0
7562,1
7563,1
7564,1
7565,0
7566,0
7567,1
7568,0
7569,0
7570,0
7571,0
7572,1
7573,0
7574,1
7575,0
7576,0
7577,1
7578,0
7579,1
7580,1
7581,0
7582,1
7583,0
7584,1
7585,1
7586,0
7587,1
7588,0
7589,1
7590,1
7591,1
7592,0
7593,0
7594,1
7595,1
7596,1
7597,0
7598,0
7599,1
7600,1
7601,1
7602,0
7603,1
7604,0
7605,0
7606,1
7607,0
7608,1
7609,1
7610,0
7611,0
7612,1
7613,1
7614,0
7615,1
7616,1
7617,0
7618,0
7619,0
7620,0
7621,0
7622,1
7623,1
7624,0
7625,1
7626,0
7627,1
7628,1
7629,0
7630,0
7631,1
7632,0
7633,0
7634,0
7635,0
7636,0
7637,1
7638,0
7639,0
7640,0
7641,1
7642,1
7643,1
7644,1
7645,1
7646,0
7647,1
7648,1
7649,0
7650,0
7651,0
7652,1
7653,1
7654,1
7655,0
7656,0
7657,0
7658,1
7659,1
7660,1
7661,0
7662,1
7663,1
7664,1
7665,1
7666,1
7667,1
7668,1
7669,1
7670,0
7671,1
7672,0
7673,0
7674,1
7675,0
7676,0
7677,0
7678,1
7679,0
7680,1
7681,1
7682,0
7683,1
7684,1
7685,0
7686,0
7687,0
7688,0
7689,0
7690,0
7691,1
7692,0
7693,0
7694,1
7695,1
7696,1
7697,0
7698,0
7699,0
7700,1
7701,1
7702,0
7703,0
7704,1
7705,1
7706,1
7707,1
7708,0
7709,0
7710,0
7711,1
7712,0
7713,1
7714,0
7715,1
7716,1
7717,1
7718,0
7719,1
7720,0
7721,0
7722,1
7723,1
7724,0
7725,1
7726,0
7727,0
7728,1
7729,0
7730,0
7731,0
7732,1
7733,0
7734,1
7735,1
7736,1
7737,1
7738,1
7739,0
7740,0
7741,0
7742,0
7743,0
7744,0
7745,1
7746,0
7747,1
7748,1
7749,0
7750,0
7751,1
7752,1
7753,0
7754,0
7755,0
7756,1
7757,0
7758,1
7759,0
7760,1
7761,0
7762,0
7763,0
7764,1
7765,1
7766,1
7767,0
7768,0
7769,1
7770,0
7771,0
7772,0
7773,0
7774,1
7775,1
7776,1
7777,0
7778,0
7779,0
7780,0
7781,0
7782,1
7783,1
7784,0
7785,1
7786,0
7787,1
7788,1
7789,1
7790,1
7791,0
7792,0
7793,0
7794,0
7795,0
7796,1
7797,1
7798,1
7799,1
7800,1
7801,0
7802,0
7803,1
7804,1
7805,0
7806,0
7807,1
7808,0
7809,0
7810,0
7811,0
7812,1
7813,1
7814,1
7815,1
7816,1
7817,1
7818,1
7819,0
7820,1
7821,0
7822,1
7823,1
7824,0
7825,0
7826,1
7827,1
7828,1
7829,1
7830,1
7831,0
7832,0
7833,0
7834,1
7835,1
7836,1
7837,1
7838,1
7839,1
7840,1
7841,0
7842,1
7843,1
7844,0
7845,1
7846,0
7847,0
7848,1
7849,1
7850,0
7851,0
7852,0
7853,1
7854,0
7855,0
7856,1
7857,0
7858,0
7859,0
7860,0
7861,1
7862,0
7863,0
7864,1
7865,0
7866,0
7867,0
7868,0
7869,1
7870,1
7871,0
7872,1
7873,1
7874,1
7875,1
7876,1
7877,0
7878,0
7879,0
7880,1
7881,1
7882,0
7883,0
7884,0
7885,1
7886,0
7887,1
7888,0
7889,0
7890,0
7891,1
7892,1
7893,1
7894,1
7895,0
7896,1
7897,0
7898,1
7899,0
7900,1
7901,1
7902,1
7903,1
7904,0
7905,0
7906,1
7907,1
7908,1
7909,1
7910,0
7911,1
7912,1
7913,1
7914,1
7915,0
7916,1
7917,0
7918,1
7919,0
7920,1
7921,1
7922,1
7923,1
7924,0
7925,1
7926,0
7927,1
7928,1
7929,1
7930,0
7931,0
7932,1
7933,1
7934,1
7935,1
7936,0
7937,1
7938,1
7939,1
7940,0
7941,1
7942,0
7943,0
7944,0
7945,1
7946,1
7947,1
7948,0
7949,1
7950,0
7951,0
7952,1
7953,0
7954,0
7955,0
7956,1
7957,1
7958,0
7959,1
7960,1
7961,0
7962,0
7963,1
7964,1
7965,0
7966,1
7967,1
7968,0
7969,1
7970,0
7971,0
7972,0
7973,0
7974,0
7975,1
7976,0
7977,1
7978,0
7979,0
7980,0
7981,1
7982,1
7983,0
7984,0
7985,1
7986,1
7987,0
7988,1
7989,1
7990,1
7991,0
7992,0
7993,1
7994,0
7995,0
7996,0
7997,0
7998,1
7999,1
8000,0
8001,0
8002,0
8003,1
8004,0
8005,1
8006,0
8007,0
8008,1
8009,0
8010,1
8011,1
8012,1
8013,0
8014,1
8015,0
8016,1
8017,0
8018,1
8019,1
8020,0
8021,1
8022,0
8023,1
8024,1
8025,0
8026,0
8027,1
8028,1
8029,0
8030,0
8031,1
8032,1
8033,1
8034,0
8035,0
8036,0
8037,1
8038,0
8039,0
8040,0
8041,0
8042,0
8043,1
8044,0
8045,1
8046,0
8047,0
8048,0
8049,1
8050,1
8051,1
8052,0
8053,0
8054,1
8055,0
8056,1
8057,1
8058,1
8059,0
8060,1
8061,1
8062,0
8063,0
8064,1
8065,1
8066,0
8067,1
8068,1
8069,0
8070,1
8071,0
8072,1
8073,1
8074,1
8075,1
8076,1
8077,1
8078,1
8079,0
8080,1
8081,0
8082,1
8083,1
8084,1
8085,0
8086,1
8087,0
8088,1
8089,0
8090,0
8091,1
8092,1
8093,0
8094,0
8095,1
8096,1
8097,0
8098,1
8099,0
8100,0
8101,1
8102,1
8103,0
8104,1
8105,1
8106,0
8107,0
8108,1
8109,0
8110,1
8111,0
8112,0
8113,1
8114,1
8115,0
8116,0
8117,1
8118,1
8119,0
8120,0
8121,1
8122,1
8123,1
8124,0
8125,0
8126,1
8127,1
8128,0
8129,0
8130,0
8131,1
8132,0
8133,1
8134,1
8135,0
8136,0
8137,1
8138,0
8139,1
8140,1
8141,0
8142,1
8143,1
8144,0
8145,1
8146,0
8147,1
8148,1
8149,0
8150,0
8151,0
8152,0
8153,1
8154,0
8155,1
8156,0
8157,1
8158,1
8159,1
8160,1
8161,0
8162,1
8163,0
8164,1
8165,0
8166,0
8167,0
8168,0
8169,1
8170,0
8171,0
8172,0
8173,0
8174,1
8175,0
8176,0
8177,1
8178,0
8179,0
8180,1
8181,0
8182,1
8183,1
8184,0
8185,1
8186,0
8187,1
8188,0
8189,0
8190,1
8191,1
8192,0
8193,1
8194,1
8195,0
8196,0
8197,1
8198,0
8199,1
8200,0
8201,1
8202,1
8203,0
8204,0
8205,1
8206,1
8207,1
8208,1
8209,0
8210,0
8211,0
8212,1
8213,1
8214,0
8215,1
8216,1
8217,0
8218,0
8219,1
8220,0
8221,1
8222,0
8223,1
8224,1
8225,0
8226,0
8227,1
8228,1
8229,1
8230,1
8231,0
8232,0
8233,0
8234,1
8235,0
8236,0
8237,0
8238,1
8239,0
8240,1
8241,0
8242,1
8243,1
8244,0
8245,0
8246,1
8247,0
8248,1
8249,1
8250,0
8251,0
8252,0
8253,0
8254,0
8255,1
8256,1
8257,0
8258,1
8259,1
8260,1
8261,0
8262,0
8263,1
8264,1
8265,0
8266,0
8267,1
8268,0
8269,1
8270,0
8271,1
8272,0
8273,0
8274,0
8275,0
8276,1
8277,0
8278,1
8279,1
8280,1
8281,1
8282,0
8283,1
8284,0
8285,1
8286,1
8287,0
8288,1
8289,0
8290,0
8291,1
8292,1
8293,0
8294,0
8295,0
8296,0
8297,0
8298,0
8299,0
8300,0
8301,1
8302,0
8303,1
8304,1
8305,1
8306,1
8307,0
8308,0
8309,1
8310,1
8311,0
8312,0
8313,0
8314,0
8315,0
8316,1
8317,0
8318,0
8319,0
8320,0
8321,1
8322,1
8323,1
8324,1
8325,1
8326,1
8327,1
8328,0
8329,0
8330,0
8331,1
8332,1
8333,0
8334,0
8335,1
8336,0
8337,1
8338,0
8339,1
8340,0
8341,1
8342,1
8343,1
8344,1
8345,0
8346,1
8347,1
8348,0
8349,0
8350,1
8351,0
8352,0
8353,0
8354,0
8355,1
8356,0
8357,1
8358,0
8359,0
8360,1
8361,1
8362,1
8363,0
8364,1
8365,0
8366,0
8367,0
8368,0
8369,1
8370,0
8371,0
8372,0
8373,0
8374,0
8375,1
8376,0
8377,0
8378,1
8379,1
8380,1
8381,0
8382,1
8383,0
8384,1
8385,0
8386,0
8387,0
8388,1
8389,1
8390,1
8391,0
8392,1
8393,0
8394,1
8395,1
8396,1
8397,0
8398,1
8399,1
8400,0
8401,0
8402,0
8403,1
8404,0
8405,0
8406,0
8407,1
8408,0
8409,0
8410,0
8411,1
8412,1
8413,0
8414,1
8415,1
8416,1
8417,0
8418,0
8419,1
8420,0
8421,0
8422,1
8423,0
8424,1
8425,0
8426,0
8427,0
8428,0
8429,0
8430,1
8431,0
8432,0
8433,1
8434,1
8435,0
8436,0
8437,0
8438,1
8439,1
8440,1
8441,1
8442,1
8443,0
8444,1
8445,1
8446,0
8447,0
8448,1
8449,1
8450,0
8451,0
8452,0
8453,0
8454,0
8455,1
8456,0
8457,1
8458,0
8459,0
8460,0
8461,1
8462,0
8463,1
8464,1
8465,0
8466,0
8467,1
8468,0
8469,0
8470,1
8471,0
8472,0
8473,1
8474,1
8475,0
8476,1
8477,0
8478,1
8479,1
8480,0
8481,1
8482,0
8483,1
8484,0
8485,1
8486,1
8487,0
8488,1
8489,0
8490,0
8491,0
8492,0
8493,0
8494,0
8495,0
8496,1
8497,1
8498,0
8499,0
8500,0
8501,0
8502,0
8503,1
8504,0
8505,1
8506,0
8507,0
8508,0
8509,1
8510,0
8511,0
8512,1
8513,0
8514,0
8515,1
8516,1
8517,1
8518,1
8519,1
8520,0
8521,0
8522,0
8523,0
8524,0
8525,0
8526,0
8527,1
8528,1
8529,0
8530,0
8531,0
8532,1
8533,0
8534,1
8535,0
8536,0
8537,0
8538,0
8539,1
8540,1
8541,1
8542,1
8543,1
8544,1
8545,1
8546,0
8547,1
8548,1
8549,0
8550,0
8551,1
8552,0
8553,0
8554,0
8555,0
8556,1
8557,1
8558,0
8559,1
8560,1
8561,1
8562,1
8563,0
8564,1
8565,1
8566,0
8567,0
8568,0
8569,1
8570,0
8571,1
8572,1
8573,1
8574,0
8575,0
8576,0
8577,0
8578,1
8579,1
8580,0
8581,1
8582,0
8583,1
8584,0
8585,0
8586,0
8587,0
8588,1
8589,1
8590,1
8591,0
8592,1
8593,0
8594,0
8595,0
8596,1
